"UniqueID","Probability1"
11862,0.136666666666667
11863,0.136666666666667
11864,0.223333333333333
11865,0.99
11866,0.206666666666667
11867,0.0233333333333333
11868,0.413333333333333
11869,0.0866666666666667
11870,0.2
11871,0.933333333333333
11872,0.24
11873,0.276666666666667
11874,0.453333333333333
11875,0.833333333333333
11876,0.09
11877,0.483333333333333
11878,0.506666666666667
11879,0.34
11880,0.263333333333333
11881,0.51
11882,0.0833333333333333
11883,0.113333333333333
11884,0.23
11885,0.216666666666667
11886,0.06
11887,0.286666666666667
11888,0.05
11889,0.153333333333333
11890,0.0933333333333333
11891,0.976666666666667
11892,0.23
11893,0.53
11894,0.34
11895,0.05
11896,0.163333333333333
11897,0.146666666666667
11898,0.223333333333333
11899,0.253333333333333
11900,0.12
11901,0.606666666666667
11902,0.543333333333333
11903,0.223333333333333
11904,0.153333333333333
11905,0.0733333333333333
11906,0.966666666666667
11907,0.0733333333333333
11908,0.226666666666667
11909,0.153333333333333
11910,0.0566666666666667
11911,0.08
11912,0.05
11913,1
11914,0.29
11915,0.22
11916,0.07
11917,0.143333333333333
11918,0.963333333333333
11919,0.0633333333333333
11920,0.103333333333333
11921,0.15
11922,0.956666666666667
11923,0.996666666666667
11924,0.4
11925,1
11926,0.316666666666667
11927,0.966666666666667
11928,0.31
11929,0.116666666666667
11930,1
11931,0.533333333333333
11932,0.0333333333333333
11933,0.733333333333333
11934,0.33
11935,0.213333333333333
11936,0.05
11937,1
11938,0.433333333333333
11939,0.15
11940,0.63
11941,0.53
11942,0.816666666666667
11943,0.00666666666666667
11944,0.7
11945,0.973333333333333
11946,0.996666666666667
11947,0.906666666666667
11948,0.266666666666667
11949,1
11950,0.763333333333333
11951,0.256666666666667
11952,0.18
11953,0.966666666666667
11954,0.32
11955,0.946666666666667
11956,1
11957,0.616666666666667
11958,0.0433333333333333
11959,0.916666666666667
11960,0.826666666666667
11961,0.83
11962,0.136666666666667
11963,0.213333333333333
11964,0.203333333333333
11965,0.256666666666667
11966,0.936666666666667
11967,0.986666666666667
11968,0.873333333333333
11969,0.523333333333333
11970,0.9
11971,0.54
11972,0.866666666666667
11973,0.98
11974,0.986666666666667
11975,0.796666666666667
11976,0.6
11977,0.76
11978,0.356666666666667
11979,0.976666666666667
11980,0.796666666666667
11981,0.926666666666667
11982,0.86
11983,1
11984,0.956666666666667
11985,1
11986,0.373333333333333
11987,0.953333333333333
11988,0.08
11989,0.99
11990,0.986666666666667
11991,0.976666666666667
11992,0.77
11993,0.84
11994,0.203333333333333
11995,0.636666666666667
11996,0.833333333333333
11997,0.216666666666667
11998,0.213333333333333
11999,0.483333333333333
12000,0.986666666666667
12001,0.856666666666667
12002,1
12003,0.966666666666667
12004,0.973333333333333
12005,0.97
12006,0.846666666666667
12007,0.986666666666667
12008,0.43
12009,0.653333333333333
12010,0.98
12011,0.99
12012,0.353333333333333
12013,0.163333333333333
12014,0.516666666666667
12015,0.856666666666667
12016,0.316666666666667
12017,0.976666666666667
12018,0.996666666666667
12019,0.973333333333333
12020,0.95
12021,0.996666666666667
12022,0.966666666666667
12023,0.983333333333333
12024,0.203333333333333
12025,0.916666666666667
12026,0.996666666666667
12027,0.873333333333333
12028,0.536666666666667
12029,0.546666666666667
12030,1
12031,0.97
12032,0.59
12033,0.35
12034,0.716666666666667
12035,0.0666666666666667
12036,0.17
12037,0.49
12038,0.206666666666667
12039,0.763333333333333
12040,0.0833333333333333
12041,0.65
12042,0.763333333333333
12043,0.103333333333333
12044,0.556666666666667
12045,0.47
12046,0.656666666666667
12047,0.0433333333333333
12048,0.96
12049,0.996666666666667
12050,0.123333333333333
12051,0.833333333333333
12052,0.106666666666667
12053,0.78
12054,0.0633333333333333
12055,0.993333333333333
12056,0.9
12057,0.166666666666667
12058,0.723333333333333
12059,0.86
12060,0.573333333333333
12061,0.97
12062,1
12063,0.763333333333333
12064,0.75
12065,0.99
12066,0.593333333333333
12067,0.873333333333333
12068,0.903333333333333
12069,0.0633333333333333
12070,0.06
12071,0.17
12072,0.973333333333333
12073,0.666666666666667
12074,0.503333333333333
12075,0.543333333333333
12076,0.996666666666667
12077,0.183333333333333
12078,0.303333333333333
12079,0.803333333333333
12080,0.563333333333333
12081,0.726666666666667
12082,1
12083,0.963333333333333
12084,0.923333333333333
12085,0.17
12086,0.17
12087,0.94
12088,0.0133333333333333
12089,0.52
12090,0.936666666666667
12091,0.916666666666667
12092,0.22
12093,0.683333333333333
12094,0.963333333333333
12095,0.496666666666667
12096,0.426666666666667
12097,0.796666666666667
12098,0.513333333333333
12099,0.353333333333333
12100,0.0333333333333333
12101,0.303333333333333
12102,0.82
12103,0.153333333333333
12104,0.0533333333333333
12105,0.986666666666667
12106,0.15
12107,1
12108,0.346666666666667
12109,0.353333333333333
12110,0.103333333333333
12111,0.743333333333333
12112,0.486666666666667
12113,0.796666666666667
12114,1
12115,0.136666666666667
12116,0.996666666666667
12117,0.853333333333333
12118,0.996666666666667
12119,0.226666666666667
12120,0.166666666666667
12121,0.853333333333333
12122,0.65
12123,0.973333333333333
12124,0.903333333333333
12125,0.986666666666667
12126,0.996666666666667
12127,0.753333333333333
12128,0.213333333333333
12129,0.833333333333333
12130,0.88
12131,0.216666666666667
12132,0.546666666666667
12133,0.35
12134,0.986666666666667
12135,0.143333333333333
12136,0.92
12137,0.366666666666667
12138,0.606666666666667
12139,0.936666666666667
12140,0.526666666666667
12141,0.47
12142,0.213333333333333
12143,0.233333333333333
12144,0.0833333333333333
12145,0.993333333333333
12146,0.926666666666667
12147,0.893333333333333
12148,0.19
12149,0.87
12150,0.206666666666667
12151,0.936666666666667
12152,0.966666666666667
12153,0.0933333333333333
12154,0.32
12155,0.41
12156,0.836666666666667
12157,0.936666666666667
12158,0.326666666666667
12159,0.0966666666666667
12160,0.78
12161,0.996666666666667
12162,0.866666666666667
12163,0.49
12164,0.323333333333333
12165,0.156666666666667
12166,0.996666666666667
12167,0.643333333333333
12168,0.97
12169,0.863333333333333
12170,0.32
12171,0.02
12172,0.966666666666667
12173,0.846666666666667
12174,0.66
12175,0.273333333333333
12176,0.566666666666667
12177,0.973333333333333
12178,0.05
12179,0.263333333333333
12180,0.39
12181,0.776666666666667
12182,0.813333333333333
12183,0.95
12184,0.323333333333333
12185,0.646666666666667
12186,0.566666666666667
12187,0.533333333333333
12188,0.433333333333333
12189,0.53
12190,0.986666666666667
12191,0.64
12192,0.416666666666667
12193,0.206666666666667
12194,0.533333333333333
12195,0.253333333333333
12196,0.966666666666667
12197,0.186666666666667
12198,0.333333333333333
12199,0.69
12200,0.686666666666667
12201,0.976666666666667
12202,0.143333333333333
12203,0.516666666666667
12204,0.533333333333333
12205,0.843333333333333
12206,0.863333333333333
12207,0.236666666666667
12208,0.833333333333333
12209,0.376666666666667
12210,0.06
12211,0.12
12212,0.316666666666667
12213,0.966666666666667
12214,0.97
12215,0.903333333333333
12216,0.00666666666666667
12217,0.416666666666667
12218,0.143333333333333
12219,0.456666666666667
12220,0.16
12221,0.613333333333333
12222,0.203333333333333
12223,0.166666666666667
12224,0.47
12225,0.133333333333333
12226,0.413333333333333
12227,0.986666666666667
12228,0.803333333333333
12229,0.993333333333333
12230,0.78
12231,0.89
12232,0.98
12233,0.88
12234,0.976666666666667
12235,0.1
12236,0.72
12237,0.933333333333333
12238,0.06
12239,0.633333333333333
12240,0.99
12241,0.443333333333333
12242,0.136666666666667
12243,0.06
12244,0.883333333333333
12245,0.983333333333333
12246,0.163333333333333
12247,0.103333333333333
12248,0.84
12249,0.54
12250,0.166666666666667
12251,0.296666666666667
12252,0.326666666666667
12253,0.256666666666667
12254,0.84
12255,0.0966666666666667
12256,0.223333333333333
12257,0.486666666666667
12258,0.166666666666667
12259,0.173333333333333
12260,0.893333333333333
12261,0.556666666666667
12262,0.00333333333333333
12263,0.956666666666667
12264,0.98
12265,0.993333333333333
12266,0.18
12267,0.05
12268,0.92
12269,0.06
12270,0.613333333333333
12271,0.993333333333333
12272,0.533333333333333
12273,0.41
12274,0.573333333333333
12275,0.68
12276,0.293333333333333
12277,0.26
12278,0.58
12279,0.133333333333333
12280,0.563333333333333
12281,0.156666666666667
12282,0.0966666666666667
12283,0.616666666666667
12284,0.123333333333333
12285,0.246666666666667
12286,0.226666666666667
12287,0.333333333333333
12288,0.24
12289,0.383333333333333
12290,0.253333333333333
12291,0.413333333333333
12292,0.0966666666666667
12293,0.0866666666666667
12294,0.106666666666667
12295,0.3
12296,0.0333333333333333
12297,0.96
12298,0.19
12299,0.533333333333333
12300,0.04
12301,0.08
12302,0.0866666666666667
12303,0.853333333333333
12304,0.183333333333333
12305,0.933333333333333
12306,0.0566666666666667
12307,0.07
12308,0.97
12309,0.32
12310,0.99
12311,0.0666666666666667
12312,0.0666666666666667
12313,0.00666666666666667
12314,0.213333333333333
12315,0.27
12316,0.34
12317,0.0633333333333333
12318,0.236666666666667
12319,0.0266666666666667
12320,0.15
12321,0.0933333333333333
12322,0.99
12323,0.0666666666666667
12324,0.886666666666667
12325,0.186666666666667
12326,0.0866666666666667
12327,0.236666666666667
12328,0.01
12329,0.16
12330,0.02
12331,0.42
12332,0.996666666666667
12333,0.0166666666666667
12334,0.0933333333333333
12335,0.23
12336,0.176666666666667
12337,0.106666666666667
12338,0.19
12339,0.3
12340,0.933333333333333
12341,0.29
12342,0.263333333333333
12343,0.156666666666667
12344,0.466666666666667
12345,0.16
12346,0.82
12347,0.02
12348,0.84
12349,0.0433333333333333
12350,0.32
12351,0.01
12352,0.646666666666667
12353,0.933333333333333
12354,0.923333333333333
12355,0.303333333333333
12356,0.233333333333333
12357,0.886666666666667
12358,0.176666666666667
12359,0.406666666666667
12360,0.0333333333333333
12361,0.39
12362,0.256666666666667
12363,0
12364,0.35
12365,0.0633333333333333
12366,0.763333333333333
12367,0.246666666666667
12368,0.323333333333333
12369,0.193333333333333
12370,0.0366666666666667
12371,0.166666666666667
12372,0.06
12373,0.0966666666666667
12374,0.986666666666667
12375,0.206666666666667
12376,0.173333333333333
12377,0.1
12378,0.293333333333333
12379,0.09
12380,0.313333333333333
12381,0.363333333333333
12382,0.203333333333333
12383,0.323333333333333
12384,0.156666666666667
12385,0.346666666666667
12386,0.0766666666666667
12387,0.0866666666666667
12388,0.263333333333333
12389,0.183333333333333
12390,0.0966666666666667
12391,0.726666666666667
12392,0.97
12393,0.146666666666667
12394,0.0566666666666667
12395,0
12396,0.176666666666667
12397,0.08
12398,0.16
12399,0.00333333333333333
12400,0.203333333333333
12401,0.0166666666666667
12402,0.133333333333333
12403,0.85
12404,0.0433333333333333
12405,0.326666666666667
12406,0.92
12407,0.28
12408,0.226666666666667
12409,0.323333333333333
12410,0.15
12411,0.03
12412,0.03
12413,0.89
12414,0.0833333333333333
12415,0.44
12416,0.273333333333333
12417,0.09
12418,0.06
12419,0.123333333333333
12420,0.213333333333333
12421,0.28
12422,0.00333333333333333
12423,0.0833333333333333
12424,0.03
12425,0
12426,0.13
12427,0.06
12428,0.06
12429,0.403333333333333
12430,0.216666666666667
12431,0.17
12432,1
12433,0.163333333333333
12434,0.243333333333333
12435,0.196666666666667
12436,0.26
12437,0.05
12438,0.196666666666667
12439,0.293333333333333
12440,0.273333333333333
12441,0.0133333333333333
12442,0.00666666666666667
12443,0.0466666666666667
12444,0.143333333333333
12445,0.0633333333333333
12446,0.09
12447,0.806666666666667
12448,0.733333333333333
12449,0.0566666666666667
12450,0.25
12451,0.03
12452,0.0366666666666667
12453,0.0233333333333333
12454,0.103333333333333
12455,0.156666666666667
12456,0.953333333333333
12457,0.0466666666666667
12458,0.05
12459,0.153333333333333
12460,0.153333333333333
12461,0.916666666666667
12462,0.126666666666667
12463,0.503333333333333
12464,0.09
12465,0.12
12466,0.41
12467,0.88
12468,0.0733333333333333
12469,0.183333333333333
12470,0.356666666666667
12471,0.9
12472,0.303333333333333
12473,0.29
12474,0.173333333333333
12475,0.166666666666667
12476,0.21
12477,0.02
12478,0.0866666666666667
12479,0.343333333333333
12480,0.16
12481,0.23
12482,0.0166666666666667
12483,0.126666666666667
12484,0.316666666666667
12485,0.03
12486,0.966666666666667
12487,0.56
12488,0.03
12489,0.0533333333333333
12490,0.733333333333333
12491,0.946666666666667
12492,0.393333333333333
12493,0.966666666666667
12494,0.106666666666667
12495,0.04
12496,0.496666666666667
12497,0.49
12498,1
12499,0.203333333333333
12500,0.146666666666667
12501,0.216666666666667
12502,0.78
12503,0.253333333333333
12504,0.556666666666667
12505,0.32
12506,0.156666666666667
12507,0.83
12508,0.12
12509,0.186666666666667
12510,0.276666666666667
12511,0.186666666666667
12512,0.186666666666667
12513,0.366666666666667
12514,0.126666666666667
12515,0.276666666666667
12516,0.27
12517,0.12
12518,0.06
12519,0.173333333333333
12520,0.0333333333333333
12521,0.246666666666667
12522,0.203333333333333
12523,0.06
12524,0.09
12525,0.106666666666667
12526,0.206666666666667
12527,0.0333333333333333
12528,0.276666666666667
12529,0.163333333333333
12530,0.21
12531,0.143333333333333
12532,0.0866666666666667
12533,0.0666666666666667
12534,0.206666666666667
12535,0.446666666666667
12536,0.166666666666667
12537,0.106666666666667
12538,0.213333333333333
12539,0.0266666666666667
12540,0.06
12541,0.02
12542,0.1
12543,0.323333333333333
12544,0.0366666666666667
12545,0.09
12546,0.236666666666667
12547,0.11
12548,0.0933333333333333
12549,0.0933333333333333
12550,0.336666666666667
12551,0.583333333333333
12552,0.183333333333333
12553,0.473333333333333
12554,0.216666666666667
12555,0.926666666666667
12556,0.966666666666667
12557,0.133333333333333
12558,0.89
12559,0.993333333333333
12560,0.266666666666667
12561,0.256666666666667
12562,0.206666666666667
12563,0.866666666666667
12564,0.97
12565,0.246666666666667
12566,0.946666666666667
12567,0.953333333333333
12568,0.986666666666667
12569,0.843333333333333
12570,0.98
12571,0.873333333333333
12572,0.793333333333333
12573,0.966666666666667
12574,0.233333333333333
12575,0.59
12576,0.266666666666667
12577,0.89
12578,0.41
12579,0.923333333333333
12580,0.356666666666667
12581,0.996666666666667
12582,0.833333333333333
12583,0.43
12584,0.873333333333333
12585,0.65
12586,0.983333333333333
12587,0.78
12588,0.98
12589,0.5
12590,0.866666666666667
12591,0.76
12592,0.493333333333333
12593,0.0633333333333333
12594,0.69
12595,0.993333333333333
12596,0.976666666666667
12597,0.883333333333333
12598,0.183333333333333
12599,0.84
12600,0.15
12601,0.72
12602,0.61
12603,0.166666666666667
12604,0.133333333333333
12605,0.983333333333333
12606,0.996666666666667
12607,0.186666666666667
12608,0.963333333333333
12609,0.536666666666667
12610,0.0866666666666667
12611,0.93
12612,0.993333333333333
12613,0.19
12614,0.353333333333333
12615,0.25
12616,0.406666666666667
12617,0.233333333333333
12618,0.0733333333333333
12619,0.746666666666667
12620,0.306666666666667
12621,0.95
12622,0.16
12623,0.96
12624,0.0933333333333333
12625,0.213333333333333
12626,0.12
12627,0.393333333333333
12628,0.34
12629,0.18
12630,0.66
12631,0.116666666666667
12632,0.106666666666667
12633,0.0266666666666667
12634,0.113333333333333
12635,0.97
12636,0.333333333333333
12637,0.3
12638,0.316666666666667
12639,0.943333333333333
12640,0.0933333333333333
12641,0.226666666666667
12642,0.41
12643,0.97
12644,0.48
12645,0.526666666666667
12646,0.26
12647,0.526666666666667
12648,0.74
12649,0.82
12650,0.573333333333333
12651,0.27
12652,0.103333333333333
12653,0.926666666666667
12654,0.296666666666667
12655,0.403333333333333
12656,0.533333333333333
12657,0.53
12658,0.3
12659,0.43
